m0 | 6.90 | 7.80 | 0.8846153846153847
m1 | 6.20 | 7.80 | 0.7948717948717949
m2 | 6.10 | 7.80 | 0.782051282051282
m3 | 8.40 | 7.80 | 0.9285714285714285
m4 | 6.90 | 7.80 | 0.8846153846153847
m5 | 7.50 | 7.80 | 0.9615384615384616
m6 | 6.30 | 7.80 | 0.8076923076923077
m7 | 5.20 | 7.80 | 0.6666666666666667
m8 | 4.70 | 7.80 | 0.6025641025641026
m9 | 4.90 | 7.80 | 0.6282051282051282
m10 | 6.90 | 7.80 | 0.8846153846153847
m11 | 6.30 | 7.80 | 0.8076923076923077
m12 | 5.80 | 7.80 | 0.7435897435897436
m13 | 7.80 | 7.80 | 1.0
m14 | 6.10 | 7.80 | 0.782051282051282
m15 | 8.50 | 7.80 | 0.9176470588235294
m16 | 8.40 | 7.80 | 0.9285714285714285
m17 | 7.50 | 7.80 | 0.9615384615384616
m18 | 7.40 | 7.80 | 0.9487179487179488
m19 | 5.70 | 7.80 | 0.7307692307692308
m20 | 7.40 | 7.80 | 0.9487179487179488
m21 | 6.00 | 7.80 | 0.7692307692307693
m22 | 7.10 | 7.80 | 0.9102564102564102
m23 | 3.40 | 7.80 | 0.4358974358974358
m24 | 5.90 | 7.80 | 0.7564102564102565
m25 | 6.60 | 7.80 | 0.8461538461538461
m26 | 6.90 | 7.80 | 0.8846153846153847
m27 | 6.30 | 7.80 | 0.8076923076923077
m28 | 8.10 | 7.80 | 0.962962962962963
m29 | 6.30 | 7.80 | 0.8076923076923077
m30 | 8.10 | 7.80 | 0.962962962962963
m31 | 6.00 | 7.80 | 0.7692307692307693
m32 | 7.10 | 7.80 | 0.9102564102564102
m33 | 6.40 | 7.80 | 0.8205128205128206
m34 | 8.30 | 7.80 | 0.9397590361445782
m35 | 6.40 | 7.80 | 0.8205128205128206
m36 | 7.80 | 7.80 | 1.0
m37 | 7.80 | 7.80 | 1.0
m38 | 7.20 | 7.80 | 0.9230769230769231
m39 | 7.60 | 7.80 | 0.9743589743589743
m40 | 8.40 | 7.80 | 0.9285714285714285
m41 | 7.80 | 7.80 | 1.0
m42 | 8.80 | 7.80 | 0.8863636363636362
m43 | 7.50 | 7.80 | 0.9615384615384616
m44 | 7.50 | 7.80 | 0.9615384615384616
m45 | 6.80 | 7.80 | 0.8717948717948718
m46 | 7.20 | 7.80 | 0.9230769230769231
m47 | 6.50 | 7.80 | 0.8333333333333334
m48 | 5.30 | 7.80 | 0.6794871794871795
m49 | 6.50 | 7.80 | 0.8333333333333334
m50 | 8.30 | 7.80 | 0.9397590361445782
m51 | 6.30 | 7.80 | 0.8076923076923077
m52 | 8.10 | 7.80 | 0.962962962962963
m53 | 8.40 | 7.80 | 0.9285714285714285
m54 | 5.90 | 7.80 | 0.7564102564102565
m55 | 8.50 | 7.80 | 0.9176470588235294
m56 | 4.00 | 7.80 | 0.5128205128205128
m57 | 6.40 | 7.80 | 0.8205128205128206
m58 | 5.70 | 7.80 | 0.7307692307692308
m59 | 7.20 | 7.80 | 0.9230769230769231
m60 | 7.60 | 7.80 | 0.9743589743589743
m61 | 6.40 | 7.80 | 0.8205128205128206
m62 | 7.20 | 7.80 | 0.9230769230769231
m63 | 8.00 | 7.80 | 0.975
m64 | 5.60 | 7.80 | 0.7179487179487178
m65 | 7.10 | 7.80 | 0.9102564102564102
m66 | 5.60 | 7.80 | 0.7179487179487178
m67 | 4.90 | 7.80 | 0.6282051282051282
m68 | 7.20 | 7.80 | 0.9230769230769231
m69 | 7.50 | 7.80 | 0.9615384615384616
m70 | 6.90 | 7.80 | 0.8846153846153847
m71 | 5.30 | 7.80 | 0.6794871794871795
m72 | 7.70 | 7.80 | 0.9871794871794872
m73 | 6.60 | 7.80 | 0.8461538461538461
m74 | 6.10 | 7.80 | 0.782051282051282
m75 | 6.90 | 7.80 | 0.8846153846153847
m76 | 8.40 | 7.80 | 0.9285714285714285
m77 | 8.20 | 7.80 | 0.951219512195122
m78 | 7.70 | 7.80 | 0.9871794871794872
m79 | 7.00 | 7.80 | 0.8974358974358975
m80 | 5.40 | 7.80 | 0.6923076923076923
m81 | 4.50 | 7.80 | 0.5769230769230769
m82 | 5.80 | 7.80 | 0.7435897435897436
m83 | 6.70 | 7.80 | 0.858974358974359
m84 | 8.10 | 7.80 | 0.962962962962963
m85 | 6.20 | 7.80 | 0.7948717948717949
m86 | 6.80 | 7.80 | 0.8717948717948718
m87 | 7.00 | 7.80 | 0.8974358974358975
m88 | 7.60 | 7.80 | 0.9743589743589743
m89 | 7.20 | 7.80 | 0.9230769230769231
m90 | 8.10 | 7.80 | 0.962962962962963
m91 | 7.40 | 7.80 | 0.9487179487179488
m92 | 5.60 | 7.80 | 0.7179487179487178
m93 | 6.30 | 7.80 | 0.8076923076923077
m94 | 8.20 | 7.80 | 0.951219512195122
m95 | 7.10 | 7.80 | 0.9102564102564102
m96 | 6.40 | 7.80 | 0.8205128205128206
m97 | 6.60 | 7.80 | 0.8461538461538461
m98 | 8.30 | 7.80 | 0.9397590361445782
m99 | 7.50 | 7.80 | 0.9615384615384616
m100 | 6.50 | 7.80 | 0.8333333333333334
m101 | 8.00 | 7.80 | 0.975
m102 | 6.40 | 7.80 | 0.8205128205128206
m103 | 8.30 | 7.80 | 0.9397590361445782
m104 | 8.00 | 7.80 | 0.975
m105 | 7.60 | 7.80 | 0.9743589743589743
m106 | 7.50 | 7.80 | 0.9615384615384616
m107 | 4.40 | 7.80 | 0.5641025641025641
