m0 | 1 | 6.90 | 6.50 | 0.9420289855072463
m0 | 2 | 6.90 | 8.00 | 0.8625
m0 | 3 | 6.90 | 4.40 | 0.6376811594202898
m0 | 4 | 6.90 | 4.50 | 0.6521739130434783
m0 | 5 | 6.90 | 8.00 | 0.8625
m0 | 6 | 6.90 | 4.90 | 0.7101449275362319
m0 | 7 | 6.90 | 8.60 | 0.8023255813953489
m0 | 8 | 6.90 | 8.00 | 0.8625
m0 | 9 | 6.90 | 7.10 | 0.9718309859154931
m0 | 10 | 6.90 | 8.00 | 0.8625
m0 | 11 | 6.90 | 8.20 | 0.8414634146341464
m0 | 12 | 6.90 | 4.50 | 0.6521739130434783
m0 | 13 | 6.90 | 7.10 | 0.9718309859154931
m0 | 14 | 6.90 | 8.00 | 0.8625
m0 | 15 | 6.90 | 8.00 | 0.8625
m0 | 16 | 6.90 | 8.00 | 0.8625
m0 | 17 | 6.90 | 8.00 | 0.8625
m0 | 18 | 6.90 | 8.00 | 0.8625
m0 | 19 | 6.90 | 8.60 | 0.8023255813953489
m0 | 20 | 6.90 | 8.00 | 0.8625
m0 | 21 | 6.90 | 8.00 | 0.8625
m0 | 22 | 6.90 | 8.00 | 0.8625
m0 | 23 | 6.90 | 8.00 | 0.8625
m0 | 24 | 6.90 | 8.00 | 0.8625
m0 | 25 | 6.90 | 8.00 | 0.8625
m0 | 26 | 6.90 | 8.00 | 0.8625
m0 | 27 | 6.90 | 8.00 | 0.8625
m0 | 28 | 6.90 | 8.00 | 0.8625
m0 | 29 | 6.90 | 7.90 | 0.8734177215189873
m0 | 30 | 6.90 | 7.40 | 0.9324324324324325
m0 | 31 | 6.90 | 8.00 | 0.8625
m0 | 32 | 6.90 | 8.00 | 0.8625
m0 | 33 | 6.90 | 8.00 | 0.8625
m0 | 34 | 6.90 | 8.00 | 0.8625
m0 | 35 | 6.90 | 7.10 | 0.9718309859154931
m0 | 36 | 6.90 | 8.00 | 0.8625
m0 | 37 | 6.90 | 8.00 | 0.8625
m0 | 38 | 6.90 | 4.30 | 0.6231884057971013
m0 | 39 | 6.90 | 8.00 | 0.8625
m0 | 40 | 6.90 | 3.30 | 0.4782608695652173
m0 | 41 | 6.90 | 7.40 | 0.9324324324324325
m0 | 42 | 6.90 | 4.40 | 0.6376811594202898
m0 | 43 | 6.90 | 4.40 | 0.6376811594202898
m0 | 44 | 6.90 | 6.50 | 0.9420289855072463
m0 | 45 | 6.90 | 8.00 | 0.8625
m0 | 46 | 6.90 | 7.20 | 0.9583333333333334
m0 | 47 | 6.90 | 6.50 | 0.9420289855072463
m0 | 48 | 6.90 | 7.40 | 0.9324324324324325
m0 | 49 | 6.90 | 8.00 | 0.8625
m0 | 50 | 6.90 | 4.30 | 0.6231884057971013
m0 | 51 | 6.90 | 7.60 | 0.9078947368421053
m0 | 52 | 6.90 | 4.50 | 0.6521739130434783
m0 | 53 | 6.90 | 8.00 | 0.8625
m0 | 54 | 6.90 | 8.00 | 0.8625
m0 | 55 | 6.90 | 8.00 | 0.8625
m0 | 56 | 6.90 | 8.00 | 0.8625
m0 | 57 | 6.90 | 4.40 | 0.6376811594202898
m0 | 58 | 6.90 | 8.00 | 0.8625
m0 | 59 | 6.90 | 4.50 | 0.6521739130434783
m0 | 60 | 6.90 | 8.00 | 0.8625
m0 | 61 | 6.90 | 8.00 | 0.8625
m0 | 62 | 6.90 | 8.00 | 0.8625
m0 | 63 | 6.90 | 8.00 | 0.8625
m0 | 64 | 6.90 | 4.50 | 0.6521739130434783
m0 | 65 | 6.90 | 8.20 | 0.8414634146341464
m0 | 66 | 6.90 | 8.00 | 0.8625
m0 | 67 | 6.90 | 8.00 | 0.8625
m0 | 68 | 6.90 | 8.00 | 0.8625
m0 | 69 | 6.90 | 4.40 | 0.6376811594202898
m0 | 70 | 6.90 | 8.00 | 0.8625
m0 | 71 | 6.90 | 3.30 | 0.4782608695652173
m0 | 72 | 6.90 | 8.00 | 0.8625
m0 | 73 | 6.90 | 8.00 | 0.8625
m0 | 74 | 6.90 | 7.10 | 0.9718309859154931
m0 | 75 | 6.90 | 8.00 | 0.8625
m0 | 76 | 6.90 | 4.30 | 0.6231884057971013
m0 | 77 | 6.90 | 8.20 | 0.8414634146341464
m0 | 78 | 6.90 | 3.30 | 0.4782608695652173
m0 | 79 | 6.90 | 4.40 | 0.6376811594202898
m0 | 80 | 6.90 | 8.00 | 0.8625
m0 | 81 | 6.90 | 8.00 | 0.8625
m0 | 82 | 6.90 | 8.00 | 0.8625
m0 | 83 | 6.90 | 4.40 | 0.6376811594202898
m0 | 84 | 6.90 | 8.60 | 0.8023255813953489
m0 | 85 | 6.90 | 7.60 | 0.9078947368421053
m0 | 86 | 6.90 | 8.00 | 0.8625
m0 | 87 | 6.90 | 4.40 | 0.6376811594202898
