m0 | 6.90 | 8.00 | 0.8625
m1 | 6.20 | 8.00 | 0.775
m2 | 6.10 | 5.60 | 0.9180327868852459
m3 | 8.40 | 5.60 | 0.6666666666666665
m4 | 6.90 | 8.00 | 0.8625
m5 | 7.50 | 8.00 | 0.9375
m6 | 6.30 | 5.60 | 0.8888888888888888
m7 | 5.20 | 8.30 | 0.6265060240963856
m8 | 4.70 | 8.00 | 0.5875
m9 | 4.90 | 7.20 | 0.6805555555555556
m10 | 6.90 | 5.60 | 0.8115942028985507
m11 | 6.30 | 8.00 | 0.7875
m12 | 5.80 | 8.30 | 0.6987951807228915
m13 | 7.80 | 7.20 | 0.9230769230769231
m14 | 6.10 | 7.20 | 0.8472222222222221
m15 | 8.50 | 8.00 | 0.9411764705882353
m16 | 8.40 | 6.60 | 0.7857142857142856
m17 | 7.50 | 6.60 | 0.8799999999999999
m18 | 7.40 | 5.60 | 0.7567567567567567
m19 | 5.70 | 8.00 | 0.7125
m20 | 7.40 | 6.60 | 0.8918918918918918
m21 | 6.00 | 5.60 | 0.9333333333333332
m22 | 7.10 | 8.50 | 0.8352941176470587
m23 | 3.40 | 6.30 | 0.5396825396825398
m24 | 5.90 | 8.00 | 0.7375
m25 | 6.60 | 5.60 | 0.8484848484848485
m26 | 6.90 | 7.20 | 0.9583333333333334
m27 | 6.30 | 5.60 | 0.8888888888888888
m28 | 8.10 | 4.90 | 0.6049382716049383
m29 | 6.30 | 8.00 | 0.7875
m30 | 8.10 | 8.00 | 0.9876543209876544
m31 | 6.00 | 6.60 | 0.9090909090909092
m32 | 7.10 | 5.60 | 0.7887323943661971
m33 | 6.40 | 8.00 | 0.8
m34 | 8.30 | 6.30 | 0.7590361445783131
m35 | 6.40 | 6.60 | 0.9696969696969698
m36 | 7.80 | 6.60 | 0.8461538461538461
m37 | 7.80 | 8.30 | 0.9397590361445782
m38 | 7.20 | 6.30 | 0.875
m39 | 7.60 | 5.60 | 0.736842105263158
m40 | 8.40 | 7.20 | 0.8571428571428571
m41 | 7.80 | 8.30 | 0.9397590361445782
m42 | 8.80 | 5.30 | 0.6022727272727272
m43 | 7.50 | 8.00 | 0.9375
m44 | 7.50 | 8.00 | 0.9375
m45 | 6.80 | 5.60 | 0.8235294117647058
m46 | 7.20 | 6.60 | 0.9166666666666666
m47 | 6.50 | 7.20 | 0.9027777777777778
m48 | 5.30 | 5.60 | 0.9464285714285715
m49 | 6.50 | 7.20 | 0.9027777777777778
m50 | 8.30 | 5.60 | 0.6746987951807228
m51 | 6.30 | 7.20 | 0.875
m52 | 8.10 | 5.60 | 0.691358024691358
m53 | 8.40 | 5.60 | 0.6666666666666665
m54 | 5.90 | 8.00 | 0.7375
m55 | 8.50 | 5.60 | 0.6588235294117646
m56 | 4.00 | 7.20 | 0.5555555555555556
m57 | 6.40 | 8.00 | 0.8
m58 | 5.70 | 8.00 | 0.7125
m59 | 7.20 | 6.30 | 0.875
m60 | 7.60 | 8.50 | 0.8941176470588235
m61 | 6.40 | 8.00 | 0.8
m62 | 7.20 | 5.60 | 0.7777777777777777
m63 | 8.00 | 7.20 | 0.9
m64 | 5.60 | 8.00 | 0.7
m65 | 7.10 | 5.60 | 0.7887323943661971
m66 | 5.60 | 8.50 | 0.6588235294117646
m67 | 4.90 | 8.00 | 0.6125
m68 | 7.20 | 8.00 | 0.9
m69 | 7.50 | 8.50 | 0.8823529411764706
m70 | 6.90 | 5.60 | 0.8115942028985507
m71 | 5.30 | 8.00 | 0.6625
m72 | 7.70 | 6.60 | 0.8571428571428571
m73 | 6.60 | 7.20 | 0.9166666666666666
m74 | 6.10 | 5.60 | 0.9180327868852459
m75 | 6.90 | 5.60 | 0.8115942028985507
m76 | 8.40 | 8.50 | 0.9882352941176471
m77 | 8.20 | 6.60 | 0.8048780487804879
m78 | 7.70 | 6.60 | 0.8571428571428571
m79 | 7.00 | 5.60 | 0.7999999999999999
m80 | 5.40 | 6.60 | 0.8181818181818183
m81 | 4.50 | 7.20 | 0.625
m82 | 5.80 | 5.60 | 0.9655172413793103
m83 | 6.70 | 5.60 | 0.835820895522388
m84 | 8.10 | 5.60 | 0.691358024691358
m85 | 6.20 | 8.30 | 0.7469879518072289
m86 | 6.80 | 8.30 | 0.8192771084337349
m87 | 7.00 | 6.30 | 0.9
m88 | 7.60 | 6.20 | 0.8157894736842106
m89 | 7.20 | 6.60 | 0.9166666666666666
m90 | 8.10 | 6.20 | 0.7654320987654322
m91 | 7.40 | 8.00 | 0.925
m92 | 5.60 | 8.00 | 0.7
m93 | 6.30 | 5.60 | 0.8888888888888888
m94 | 8.20 | 5.60 | 0.6829268292682926
m95 | 7.10 | 6.30 | 0.8873239436619719
m96 | 6.40 | 8.30 | 0.7710843373493976
m97 | 6.60 | 8.00 | 0.825
m98 | 8.30 | 8.00 | 0.9638554216867469
m99 | 7.50 | 8.00 | 0.9375
m100 | 6.50 | 6.30 | 0.9692307692307692
m101 | 8.00 | 5.60 | 0.7
m102 | 6.40 | 5.60 | 0.8749999999999999
m103 | 8.30 | 5.60 | 0.6746987951807228
m104 | 8.00 | 5.90 | 0.7375
m105 | 7.60 | 5.30 | 0.6973684210526316
m106 | 7.50 | 6.60 | 0.8799999999999999
m107 | 4.40 | 8.00 | 0.55
m108 | 8.30 | 7.20 | 0.8674698795180722
m109 | 7.90 | 5.60 | 0.7088607594936709
m110 | 6.70 | 8.00 | 0.8375
m111 | 6.80 | 6.60 | 0.9705882352941176
m112 | 5.80 | 6.30 | 0.9206349206349207
m113 | 5.90 | 6.30 | 0.9365079365079366
m114 | 8.60 | 7.20 | 0.8372093023255814
m115 | 4.50 | 8.30 | 0.5421686746987951
m116 | 7.60 | 8.50 | 0.8941176470588235
m117 | 6.20 | 8.00 | 0.775
m118 | 6.20 | 6.60 | 0.9393939393939394
m119 | 7.50 | 6.30 | 0.84
m120 | 7.30 | 5.60 | 0.7671232876712328
m121 | 5.00 | 8.00 | 0.625
m122 | 6.70 | 6.60 | 0.9850746268656716
m123 | 7.60 | 6.30 | 0.8289473684210527
m124 | 7.80 | 6.20 | 0.7948717948717949
m125 | 7.00 | 7.20 | 0.9722222222222222
m126 | 7.70 | 6.30 | 0.8181818181818181
m127 | 6.40 | 6.60 | 0.9696969696969698
m128 | 7.70 | 5.60 | 0.7272727272727273
m129 | 7.70 | 6.30 | 0.8181818181818181
m130 | 7.70 | 6.20 | 0.8051948051948052
m131 | 7.80 | 5.60 | 0.7179487179487178
m132 | 7.70 | 5.60 | 0.7272727272727273
m133 | 5.30 | 6.30 | 0.8412698412698413
m134 | 8.40 | 8.00 | 0.9523809523809523
m135 | 8.20 | 8.00 | 0.9756097560975611
m136 | 5.50 | 6.30 | 0.873015873015873
m137 | 4.50 | 7.20 | 0.625
m138 | 6.70 | 7.20 | 0.9305555555555556
m139 | 8.40 | 8.50 | 0.9882352941176471
m140 | 8.00 | 6.30 | 0.7875
m141 | 6.80 | 5.60 | 0.8235294117647058
m142 | 6.90 | 8.00 | 0.8625
m143 | 5.90 | 8.00 | 0.7375
m144 | 5.50 | 6.20 | 0.8870967741935484
m145 | 5.40 | 8.00 | 0.675
m146 | 6.20 | 8.00 | 0.775
m147 | 8.20 | 6.30 | 0.7682926829268293
m148 | 7.40 | 8.00 | 0.925
m149 | 7.90 | 6.20 | 0.7848101265822784
m150 | 7.10 | 5.90 | 0.8309859154929579
m151 | 8.30 | 6.60 | 0.7951807228915662
m152 | 6.40 | 5.60 | 0.8749999999999999
m153 | 7.80 | 7.20 | 0.9230769230769231
m154 | 6.80 | 5.60 | 0.8235294117647058
m155 | 6.90 | 8.00 | 0.8625
m156 | 5.90 | 7.20 | 0.8194444444444444
m157 | 6.90 | 9.20 | 0.7500000000000001
m158 | 6.30 | 8.00 | 0.7875
m159 | 7.20 | 8.00 | 0.9
m160 | 6.70 | 8.00 | 0.8375
m161 | 6.90 | 6.20 | 0.8985507246376812
m162 | 7.50 | 6.30 | 0.84
m163 | 7.40 | 7.80 | 0.9487179487179488
m164 | 7.30 | 7.20 | 0.9863013698630138
m165 | 7.10 | 5.60 | 0.7887323943661971
m166 | 8.40 | 6.20 | 0.7380952380952381
m167 | 8.70 | 5.60 | 0.6436781609195402
m168 | 7.90 | 6.30 | 0.7974683544303797
m169 | 5.50 | 6.30 | 0.873015873015873
m170 | 8.40 | 6.20 | 0.7380952380952381
m171 | 6.90 | 8.00 | 0.8625
m172 | 4.70 | 8.00 | 0.5875
m173 | 6.40 | 8.00 | 0.8
m174 | 6.90 | 5.60 | 0.8115942028985507
m175 | 7.10 | 5.30 | 0.7464788732394366
m176 | 6.50 | 7.20 | 0.9027777777777778
m177 | 5.40 | 8.30 | 0.6506024096385542
m178 | 7.80 | 5.60 | 0.7179487179487178
m179 | 6.90 | 8.00 | 0.8625
m180 | 7.00 | 8.00 | 0.875
m181 | 8.30 | 5.60 | 0.6746987951807228
m182 | 8.20 | 8.00 | 0.9756097560975611
m183 | 4.20 | 8.00 | 0.525
m184 | 6.60 | 8.30 | 0.7951807228915662
m185 | 6.60 | 8.00 | 0.825
m186 | 6.60 | 7.20 | 0.9166666666666666
m187 | 6.20 | 5.60 | 0.9032258064516128
m188 | 6.10 | 6.30 | 0.9682539682539683
m189 | 7.40 | 7.20 | 0.9729729729729729
m190 | 8.20 | 8.00 | 0.9756097560975611
m191 | 6.50 | 8.30 | 0.7831325301204819
m192 | 6.50 | 7.20 | 0.9027777777777778
m193 | 7.80 | 8.00 | 0.975
m194 | 7.30 | 9.20 | 0.7934782608695653
m195 | 6.30 | 7.20 | 0.875
m196 | 7.60 | 8.00 | 0.95
m197 | 7.20 | 8.00 | 0.9
m198 | 6.40 | 8.00 | 0.8
m199 | 6.90 | 6.30 | 0.9130434782608695
m200 | 7.10 | 5.60 | 0.7887323943661971
m201 | 5.80 | 8.50 | 0.6823529411764706
